Date,Adj. Close
2012-01-03,20.083437897846
2012-01-04,20.54992361919
2012-01-05,20.787258459873
2012-01-06,20.66449905952
2012-01-09,20.840454200027
2012-01-10,20.942753700321
2012-01-11,21.114616860816
2012-01-12,21.073697060698
2012-01-13,20.57447549926
2012-01-17,20.492635899025
2012-01-18,20.77907449985
2012-01-19,20.975489540415
2012-01-20,21.589286542183
2012-01-23,21.859357222961
2012-01-24,22.010760483397
2012-01-25,22.014852463409
2012-01-26,21.892093063056
2012-01-27,21.875725143008
2012-01-30,21.883909103032
2012-01-31,21.622022382278
2012-02-01,21.728413862584
2012-02-02,21.679310102443
2012-02-03,22.055772263527
2012-02-06,22.039275799605
2012-02-07,21.973289943918
2012-02-08,22.146502815097
2012-02-09,22.154751047058
2012-02-10,22.018655219703
2012-02-13,22.022779335683
2012-02-14,22.088765191371
2012-02-15,21.923800552152
2012-02-16,22.125882235195
2012-02-17,22.575410877066
2012-02-21,22.402198005886
2012-02-22,22.047524031566
2012-02-23,21.98978640784
2012-02-24,22.022779335683
2012-02-27,22.179495742941
2012-02-28,22.468183861573
2012-02-29,22.17124751098
2012-03-01,22.154751047058
2012-03-02,22.200116322843
2012-03-05,21.890807624308
2012-03-06,21.944421132054
2012-03-07,22.195992206863
2012-03-08,22.138254583136
2012-03-09,22.327963918238
2012-03-12,22.25785394657
2012-03-13,22.674389660597
2012-03-14,22.649644964714
2012-03-15,22.888843691581
2012-03-16,22.872347227659
2012-03-19,22.88059545962
2012-03-20,22.888843691581
2012-03-21,22.909464271483
2012-03-22,23.008443055014
2012-03-23,22.991946591093
2012-03-26,23.251765897862
2012-03-27,23.251765897862
2012-03-28,22.930084851386
2012-03-29,23.227021201979
2012-03-30,23.189904158155
2012-04-02,23.40848230512
2012-04-03,23.185780042174
2012-04-04,23.037311866878
2012-04-05,23.152787114331
2012-04-09,22.897091923542
2012-04-10,22.641396732753
2012-04-11,22.97132601119
2012-04-12,23.490964624729
2012-04-13,23.169283578253
2012-04-16,23.429102885022
2012-04-17,23.482716392768
2012-04-18,23.0538083308
2012-04-19,22.839354299815
2012-04-20,22.765120212167
2012-04-23,22.641396732753
2012-04-24,22.5259214853
2012-04-25,22.979574243151
2012-04-26,23.276510593745
2012-04-27,23.40848230512
2012-04-30,23.420854653061
2012-05-01,23.878631526893
2012-05-02,24.068340861994
2012-05-03,23.730163351596
2012-05-04,23.181777223723
2012-05-07,23.065452893568
2012-05-08,22.741406545279
2012-05-09,22.591846692223
2012-05-10,22.63339109585
2012-05-11,22.957437444138
2012-05-14,22.446441279529
2012-05-15,22.334271389737
2012-05-16,22.014379481811
2012-05-17,21.760958619688
2012-05-18,21.661252050984
2012-05-21,21.727723096787
2012-05-22,21.628016528083
2012-05-23,21.137792565287
2012-05-24,21.312279060519
2012-05-25,21.387058987047
2012-05-29,21.677869812435
2012-05-30,21.711105335336
2012-05-31,21.470147794301
2012-06-01,20.888526143527
2012-06-04,20.805437336273
2012-06-05,21.129483684562
2012-06-06,21.661252050984
2012-06-07,21.553236601554
2012-06-08,21.943753995646
2012-06-11,21.590626564819
2012-06-12,22.035151683625
2012-06-13,22.051769445075
2012-06-14,22.417360196991
2012-06-15,22.716479903103
2012-06-18,22.782950948906
2012-06-19,22.857730875434
2012-06-20,22.965746324864
2012-06-21,22.193020417406
2012-06-22,22.379970233727
2012-06-25,21.644634289533
2012-06-26,21.607244326269
2012-06-27,21.785885261864
2012-06-28,21.461838913576
2012-06-29,22.143167133054
2012-07-02,22.155630454142
2012-07-03,22.317653628287
2012-07-05,22.060078325801
2012-07-06,21.731877537149
2012-07-09,21.744340858237
2012-07-10,21.237499133991
2012-07-11,21.09624816166
2012-07-12,20.556170914513
2012-07-13,20.979923831505
2012-07-16,20.880217262801
2012-07-17,21.087939280935
2012-07-18,21.777576381139
2012-07-19,21.652943170259
2012-07-20,21.20426361109
2012-07-23,20.988232712231
2012-07-24,20.776356253734
2012-07-25,20.880217262801
2012-07-26,21.187645849639
2012-07-27,21.619707647357
2012-07-30,21.403676748498
2012-07-31,21.353823464146
2012-08-01,21.544927720829
2012-08-02,21.528309959378
2012-08-03,21.98114395891
2012-08-06,22.048185190961
2012-08-07,22.207408117084
2012-08-08,22.291209657148
2012-08-09,22.375011197213
2012-08-10,22.525853969329
2012-08-13,22.366631043206
2012-08-14,22.190647809071
2012-08-15,22.014664574936
2012-08-16,22.282829503142
2012-08-17,22.064945498974
2012-08-20,21.98114395891
2012-08-21,21.880582110833
2012-08-22,21.562136258588
2012-08-23,20.983905632143
2012-08-24,20.874963630059
2012-08-27,20.816302552014
2012-08-28,20.950385016117
2012-08-29,20.672163903103
2012-08-30,20.338633773646
2012-08-31,20.807922398007
2012-09-04,20.46014600674
2012-09-05,20.439195621724
2012-09-06,21.029996479178
2012-09-07,20.271592541595
2012-09-10,19.492238218995
2012-09-11,19.559279451047
2012-09-12,19.43357714095
2012-09-13,19.571849682056
2012-09-14,19.584419913066
2012-09-17,19.534138989027
2012-09-18,19.584419913066
2012-09-19,19.400056524924
2012-09-20,19.424191368463
2012-09-21,19.379106139908
2012-09-24,19.102561057695
2012-09-25,18.884677053528
2012-09-26,18.976858747599
2012-09-27,19.345585523882
2012-09-28,18.985238901605
2012-10-01,19.06904044167
2012-10-02,19.140271750724
2012-10-03,18.897247284537
2012-10-04,18.826015975483
2012-10-05,19.006189286621
2012-10-08,18.863726668512
2012-10-09,18.352537274118
2012-10-10,18.235215118028
2012-10-11,18.168173885977
2012-10-12,18.000822210468
2012-10-15,18.210074656009
2012-10-16,18.729644204409
2012-10-17,18.260355580048
2012-10-18,18.15979373197
2012-10-19,17.820397494709
2012-10-22,17.983810497835
2012-10-23,18.092752499919
2012-10-24,17.983810497835
2012-10-25,18.176554039983
2012-10-26,18.394438044151
2012-10-31,18.126273115944
2012-11-01,18.654222818351
2012-11-02,18.486619738222
2012-11-05,18.490055601364
2012-11-06,18.397686178352
2012-11-07,17.703433869735
2012-11-08,17.635701937187
2012-11-09,17.610302462481
2012-11-12,17.580669741992
2012-11-13,17.170044900919
2012-11-14,16.899117170727
2012-11-15,16.958382611707
2012-11-16,17.093846476803
2012-11-19,17.144645426214
2012-11-20,16.520834327447
2012-11-21,16.391127676617
2012-11-23,16.695921373083
2012-11-26,16.835618483964
2012-11-27,16.873717696022
2012-11-28,17.009181561118
2012-11-29,16.535058033282
2012-11-30,16.564690753772
2012-12-03,16.54352452485
2012-12-04,16.907075672802
2012-12-05,16.805985763474
2012-12-06,17.068447002097
2012-12-07,17.064213756313
2012-12-10,17.000715069549
2012-12-11,17.483305088954
2012-12-12,17.500238072091
2012-12-13,17.347841223858
2012-12-14,17.378913247914
2012-12-17,17.415573156406
2012-12-18,17.745766327577
2012-12-19,17.864297209536
2012-12-20,17.804439114147
2012-12-21,17.580669741992
2012-12-24,17.474838597385
2012-12-26,17.483305088954
2012-12-27,17.364774206995
2012-12-28,17.127712443077
2012-12-31,17.457905614248
2013-01-02,18.101358973454
2013-01-03,18.050560024043
2013-01-04,17.915096158947
2013-01-07,17.991294583064
2013-01-08,17.855830717968
2013-01-09,18.160624414434
2013-01-10,18.456951619331
2013-01-11,18.626281450701
2013-01-14,18.625434801545
2013-01-15,18.524683551879
2013-01-16,18.719412857955
2013-01-17,19.202002877359
2013-01-18,17.991294583064
2013-01-22,17.923562650516
2013-01-23,17.872763701105
2013-01-24,17.737299836009
2013-01-25,17.745766327577
2013-01-28,17.821964751694
2013-01-29,18.016694057769
2013-01-30,18.092892481886
2013-01-31,17.813498260125
2013-02-01,18.080192744533
2013-02-04,17.915096158947
2013-02-05,18.121170563725
2013-02-06,17.959967237024
2013-02-07,17.805951319793
2013-02-08,17.96852367687
2013-02-11,17.994192996408
2013-02-12,18.131096033946
2013-02-13,18.182434673023
2013-02-14,18.165321793331
2013-02-15,18.0669227351
2013-02-19,18.041253415562
2013-02-20,17.737499801024
2013-02-21,17.32679068841
2013-02-22,17.472250165794
2013-02-25,17.309677808718
2013-02-26,17.609153203332
2013-02-27,17.908628597947
2013-02-28,17.865846398716
2013-03-01,17.994192996408
2013-03-04,18.199547552715
2013-03-05,18.404902109022
2013-03-06,18.610256665329
2013-03-07,18.730046823175
2013-03-08,18.464797187945
2013-03-11,18.558918026253
2013-03-12,18.516135827022
2013-03-13,18.528970486791
2013-03-14,18.524692266868
2013-03-15,18.2893901711
2013-03-18,18.190991112869
2013-03-19,18.088313834716
2013-03-20,18.1225395941
2013-03-21,18.002749436254
2013-03-22,18.250886191792
2013-03-25,18.096870274562
2013-03-26,18.623091325099
2013-03-27,18.678708184098
2013-03-28,18.682986404021
2013-04-01,18.336450590253
2013-04-02,18.357841689869
2013-04-03,18.0113058761
2013-04-04,18.084035614792
2013-04-05,17.917185037793
2013-04-08,18.045531635485
2013-04-09,18.610256665329
2013-04-10,19.046635097482
2013-04-11,18.674429964175
2013-04-12,18.546083366483
2013-04-15,18.293668391023
2013-04-16,18.75143792279
2013-04-17,18.76427258256
2013-04-18,19.02952221779
2013-04-19,19.200651014712
2013-04-22,19.577134367942
2013-04-23,20.000678140325
2013-04-24,20.24453667594
2013-04-25,20.004956360248
2013-04-26,20.022069239941
2013-04-29,20.330101074401
2013-04-30,20.492673431478
2013-05-01,20.526899190862
2013-05-02,20.629576469016
2013-05-03,20.693749767862
2013-05-06,20.650565815925
2013-05-07,20.857848785219
2013-05-08,20.944216689092
2013-05-09,21.039221383352
2013-05-10,21.160136448773
2013-05-13,20.797391252509
2013-05-14,20.590108283215
2013-05-15,20.901032737156
2013-05-16,20.676476187087
2013-05-17,20.76284409096
2013-05-20,20.797391252509
2013-05-21,20.857848785219
2013-05-22,20.788754462121
2013-05-23,20.771480881347
2013-05-24,20.661793643429
2013-05-28,20.797391252509
2013-05-29,20.961490269867
2013-05-30,20.909669527543
2013-05-31,20.970127060254
2013-06-03,21.79925893743
2013-06-04,21.902900422077
2013-06-05,21.332872256518
2013-06-06,21.289688304582
2013-06-07,21.237867562259
2013-06-10,21.600612758523
2013-06-11,21.341509046906
2013-06-12,21.125589287224
2013-06-13,21.583339177749
2013-06-14,21.522881645038
2013-06-17,21.678343872009
2013-06-18,21.993586721143
2013-06-19,21.591975968136
2013-06-20,20.888077551575
2013-06-21,20.896714341962
2013-06-24,20.365551733146
2013-06-25,20.624655444764
2013-06-26,20.732615324604
2013-06-27,20.771480881347
2013-06-28,20.926943108318
2013-07-01,20.629837518996
2013-07-02,20.486466798568
2013-07-03,20.522741318194
2013-07-05,20.780117671734
2013-07-08,20.024398512849
